IDTARJETA,TIPO,NUMERO,MONTO,MONEDA
654,jcb,201706666682710,10000,Yuan Renminbi
655,jcb,201706666682710,10000,Peso
656,mastercard,201706666682710,10000,Yuan Renminbi
657,jcb,201706666682710,10000,Rand
658,jcb,201706666682710,10000,Yuan Renminbi
659,laser,201706666682710,10000,Yuan Renminbi
660,jcb,201706666682710,10000,Ruble
661,laser,201706666682710,10000,Rupiah
662,jcb,201706666682710,10000,Yuan Renminbi
663,visa-electron,201706666682710,10000,Real
664,jcb,201706666682710,10000,Dollar
665,visa-electron,201706666682710,10000,Rupiah
666,jcb,201706666682710,10000,Peso
667,jcb,201706666682710,10000,Ruble
668,instapayment,201706666682710,10000,Peso
669,jcb,201706666682710,10000,Koruna
670,visa-electron,201706666682710,10000,Rupiah
671,jcb,201706666682710,10000,Yuan Renminbi
672,jcb,201706666682710,10000,Yuan Renminbi
673,visa,201706666682710,10000,Ruble
674,jcb,201706666682710,10000,Ruble
675,maestro,201706666682710,10000,Yuan Renminbi
676,jcb,201706666682710,10000,Euro
677,jcb,201706666682710,10000,Franc
678,americanexpress,201706666682710,10000,Zloty
679,mastercard,201706666682710,10000,Yuan Renminbi
680,china-unionpay,201706666682710,10000,Euro
681,switch,201706666682710,10000,Ruble
682,mastercard,201706666682710,10000,Yuan Renminbi
683,jcb,201706666682710,10000,Euro
684,mastercard,201706666682710,10000,Rupiah
685,china-unionpay,201706666682710,10000,Euro
686,jcb,201706666682710,10000,Dollar
687,bankcard,201706666682710,10000,Euro
688,jcb,201706666682710,10000,Yuan Renminbi
689,switch,201706666682710,10000,Ruble
690,jcb,201706666682710,10000,Baht
691,jcb,201706666682710,10000,Rupiah
692,diners-club-carte-blanche,201706666682710,10000,Koruna
693,jcb,201706666682710,10000,Euro
694,jcb,201706666682710,10000,Kina
695,diners-club-enroute,201706666682710,10000,Dollar
696,jcb,201706666682710,10000,Rial
697,jcb,201706666682710,10000,Real
698,jcb,201706666682710,10000,Ruble
699,jcb,201706666682710,10000,Koruna
700,jcb,201706666682710,10000,Tenge
701,china-unionpay,201706666682710,10000,Rupiah
702,jcb,201706666682710,10000,Peso
703,china-unionpay,201706666682710,10000,Real
704,jcb,201706666682710,10000,Rupiah
705,jcb,201706666682710,10000,Bolivar
706,diners-club-enroute,201706666682710,10000,Ruble
707,maestro,201706666682710,10000,Rupiah
708,americanexpress,201706666682710,10000,Dirham
709,jcb,201706666682710,10000,Real
710,jcb,201706666682710,10000,Yuan Renminbi
711,jcb,201706666682710,10000,Lempira
712,switch,201706666682710,10000,Yuan Renminbi
713,jcb,201706666682710,10000,Krona
714,jcb,201706666682710,10000,Som
715,maestro,201706666682710,10000,Ruble
716,jcb,201706666682710,10000,Real
717,maestro,201706666682710,10000,Hryvnia
718,jcb,201706666682710,10000,Zloty
719,jcb,201706666682710,10000,Rupiah
720,maestro,201706666682710,10000,Dollar
721,jcb,201706666682710,10000,Dollar
722,switch,201706666682710,10000,Yuan Renminbi
723,visa-electron,201706666682710,10000,Ruble
724,jcb,201706666682710,10000,Ruble
725,mastercard,201706666682710,10000,Som
726,jcb,201706666682710,10000,Franc
727,jcb,201706666682710,10000,Real
728,jcb,201706666682710,10000,Yuan Renminbi
729,jcb,201706666682710,10000,Euro
730,jcb,201706666682710,10000,Dollar
731,jcb,201706666682710,10000,Yuan Renminbi
732,laser,201706666682710,10000,Euro
733,jcb,201706666682710,10000,Dollar
734,bankcard,201706666682710,10000,Euro
735,mastercard,201706666682710,10000,Euro
736,americanexpress,201706666682710,10000,Rupee
737,maestro,201706666682710,10000,Peso
738,maestro,201706666682710,10000,Yuan Renminbi
739,bankcard,201706666682710,10000,Shilling
740,diners-club-carte-blanche,201706666682710,10000,Yuan Renminbi
741,jcb,201706666682710,10000,Ariary
742,diners-club-carte-blanche,201706666682710,10000,Rupiah
743,visa,201706666682710,10000,Franc
744,maestro,201706666682710,10000,Rand
745,visa,201706666682710,10000,Won
746,jcb,201706666682710,10000,Som
747,bankcard,201706666682710,10000,Euro
748,jcb,201706666682710,10000,Quetzal
749,americanexpress,201706666682710,10000,Real
750,maestro,201706666682710,10000,Lek
751,jcb,201706666682710,10000,Rial
752,solo,201706666682710,10000,Balboa
753,visa-electron,201706666682710,10000,Krone
754,maestro,201706666682710,10000,Yuan Renminbi
755,jcb,201706666682710,10000,Yuan Renminbi
756,jcb,201706666682710,10000,Euro
757,jcb,201706666682710,10000,Euro
758,maestro,201706666682710,10000,Litas
759,jcb,201706666682710,10000,Ruble
760,instapayment,201706666682710,10000,Kuna
761,diners-club-enroute,201706666682710,10000,Ruble
762,bankcard,201706666682710,10000,Zloty
763,jcb,201706666682710,10000,Euro
764,maestro,201706666682710,10000,Baht
765,china-unionpay,201706666682710,10000,Euro
766,jcb,201706666682710,10000,Yuan Renminbi
767,diners-club-enroute,201706666682710,10000,Dollar
768,diners-club-enroute,201706666682710,10000,Yuan Renminbi
769,bankcard,201706666682710,10000,Dollar
770,switch,201706666682710,10000,Peso
771,china-unionpay,201706666682710,10000,Yuan Renminbi
772,americanexpress,201706666682710,10000,Rufiyaa
773,jcb,201706666682710,10000,Euro
774,jcb,201706666682710,10000,Tugrik
775,diners-club-enroute,201706666682710,10000,Dollar
776,jcb,201706666682710,10000,Peso
777,jcb,201706666682710,10000,Yen
778,instapayment,201706666682710,10000,Naira
779,americanexpress,201706666682710,10000,Yuan Renminbi
780,jcb,201706666682710,10000,Dinar
781,jcb,201706666682710,10000,Naira
782,jcb,201706666682710,10000,Euro
783,switch,201706666682710,10000,Peso
784,diners-club-enroute,201706666682710,10000,Peso
785,jcb,201706666682710,10000,Rupiah
786,mastercard,201706666682710,10000,Dollar
787,diners-club-carte-blanche,201706666682710,10000,Ruble
788,switch,201706666682710,10000,Afghani
789,jcb,201706666682710,10000,Guarani
790,jcb,201706666682710,10000,Real
791,jcb,201706666682710,10000,Peso
792,maestro,201706666682710,10000,Zloty
793,maestro,201706666682710,10000,Rupiah
794,bankcard,201706666682710,10000,Dollar
795,jcb,201706666682710,10000,Ruble
796,jcb,201706666682710,10000,Euro
797,jcb,201706666682710,10000,Dram
798,china-unionpay,201706666682710,10000,Krona
799,jcb,201706666682710,10000,Ruble
800,mastercard,201706666682710,10000,Rupiah
801,switch,201706666682710,10000,Peso
802,china-unionpay,201706666682710,10000,Yuan Renminbi
803,jcb,201706666682710,10000,Yuan Renminbi
804,solo,201706666682710,10000,Euro
805,bankcard,201706666682710,10000,Denar
806,solo,201706666682710,10000,Zloty
807,jcb,201706666682710,10000,Rial
808,jcb,201706666682710,10000,Yuan Renminbi
809,jcb,201706666682710,10000,Dollar
810,mastercard,201706666682710,10000,Yuan Renminbi
811,instapayment,201706666682710,10000,Euro
812,jcb,201706666682710,10000,Pound
813,bankcard,201706666682710,10000,Yuan Renminbi
814,jcb,201706666682710,10000,Yuan Renminbi
815,mastercard,201706666682710,10000,Ruble
816,jcb,201706666682710,10000,Rupiah
817,visa-electron,201706666682710,10000,Yuan Renminbi
818,diners-club-us-ca,201706666682710,10000,Yuan Renminbi
819,diners-club-carte-blanche,201706666682710,10000,Euro
820,jcb,201706666682710,10000,Yuan Renminbi
821,mastercard,201706666682710,10000,Euro
822,switch,201706666682710,10000,Ruble
823,instapayment,201706666682710,10000,Yuan Renminbi
824,diners-club-enroute,201706666682710,10000,Baht
825,maestro,201706666682710,10000,Rupiah
826,bankcard,201706666682710,10000,Rupiah
827,mastercard,201706666682710,10000,Shilling
828,jcb,201706666682710,10000,Baht
829,visa-electron,201706666682710,10000,Rupiah
830,jcb,201706666682710,10000,Rupiah
831,switch,201706666682710,10000,Peso
832,mastercard,201706666682710,10000,Manat
833,diners-club-carte-blanche,201706666682710,10000,Rupiah
834,diners-club-enroute,201706666682710,10000,Euro
835,solo,201706666682710,10000,Bolivar
836,diners-club-us-ca,201706666682710,10000,Yuan Renminbi
837,mastercard,201706666682710,10000,Koruna
838,switch,201706666682710,10000,Koruna
839,jcb,201706666682710,10000,Yuan Renminbi
840,mastercard,201706666682710,10000,Yuan Renminbi
841,switch,201706666682710,10000,Yuan Renminbi
842,jcb,201706666682710,10000,Real
843,jcb,201706666682710,10000,Manat
844,maestro,201706666682710,10000,Peso
845,jcb,201706666682710,10000,Real
846,switch,201706666682710,10000,Yuan Renminbi
847,jcb,201706666682710,10000,Peso
848,visa,201706666682710,10000,Rupiah
849,jcb,201706666682710,10000,Krona
850,laser,201706666682710,10000,Dollar
851,jcb,201706666682710,10000,Ruble
852,jcb,201706666682710,10000,Yuan Renminbi
853,diners-club-enroute,201706666682710,10000,Tala
854,mastercard,201706666682710,10000,Kuna
855,mastercard,201706666682710,10000,Rupiah
856,diners-club-enroute,201706666682710,10000,Euro
857,jcb,201706666682710,10000,Ruble
858,jcb,201706666682710,10000,Peso
859,jcb,201706666682710,10000,Yen
860,jcb,201706666682710,10000,Euro
861,maestro,201706666682710,10000,Euro
862,diners-club-enroute,201706666682710,10000,Ruble
863,instapayment,201706666682710,10000,Won
864,mastercard,201706666682710,10000,Ruble
865,jcb,201706666682710,10000,Dram
866,laser,201706666682710,10000,Peso
867,jcb,201706666682710,10000,Peso
868,mastercard,201706666682710,10000,Dirham
869,americanexpress,201706666682710,10000,Baht
870,diners-club-carte-blanche,201706666682710,10000,Rial
871,jcb,201706666682710,10000,Peso
872,visa-electron,201706666682710,10000,Euro
873,mastercard,201706666682710,10000,Koruna
874,americanexpress,201706666682710,10000,Peso
875,jcb,201706666682710,10000,Ruble
876,switch,201706666682710,10000,Peso
877,maestro,201706666682710,10000,Yen
878,americanexpress,201706666682710,10000,Real
879,jcb,201706666682710,10000,Shilling
880,china-unionpay,201706666682710,10000,Shekel
881,americanexpress,201706666682710,10000,Rupiah
882,jcb,201706666682710,10000,Yuan Renminbi
883,americanexpress,201706666682710,10000,Taka
884,americanexpress,201706666682710,10000,Real
885,jcb,201706666682710,10000,Yuan Renminbi
886,switch,201706666682710,10000,Dirham
887,mastercard,201706666682710,10000,Koruna
888,jcb,201706666682710,10000,Pound
889,jcb,201706666682710,10000,Litas
890,americanexpress,201706666682710,10000,Yuan Renminbi
891,bankcard,201706666682710,10000,Lek
892,americanexpress,201706666682710,10000,Rupiah
893,jcb,201706666682710,10000,Bolivar
894,laser,201706666682710,10000,Rupiah
895,bankcard,201706666682710,10000,Real
896,solo,201706666682710,10000,Peso
897,jcb,201706666682710,10000,Dollar
898,maestro,201706666682710,10000,Yuan Renminbi
899,instapayment,201706666682710,10000,Zloty
900,jcb,201706666682710,10000,Shilling
901,switch,201706666682710,10000,Peso
902,jcb,201706666682710,10000,Peso
903,switch,201706666682710,10000,Yuan Renminbi
904,jcb,201706666682710,10000,Rupee
905,switch,201706666682710,10000,Yuan Renminbi
906,diners-club-international,201706666682710,10000,Euro
907,laser,201706666682710,10000,Rupiah
908,diners-club-enroute,201706666682710,10000,Rupiah
909,americanexpress,201706666682710,10000,Peso
910,bankcard,201706666682710,10000,Yuan Renminbi
911,mastercard,201706666682710,10000,Denar
912,americanexpress,201706666682710,10000,Real
913,americanexpress,201706666682710,10000,Rupiah
914,switch,201706666682710,10000,Peso
915,visa,201706666682710,10000,Rupiah
916,bankcard,201706666682710,10000,Real
917,jcb,201706666682710,10000,Dollar
918,laser,201706666682710,10000,Yuan Renminbi
919,jcb,201706666682710,10000,Yuan Renminbi
920,visa-electron,201706666682710,10000,Dollar
921,jcb,201706666682710,10000,Peso
922,switch,201706666682710,10000,Rupiah
923,jcb,201706666682710,10000,Bolivar
924,jcb,201706666682710,10000,Colon
925,visa-electron,201706666682710,10000,Baht
926,jcb,201706666682710,10000,Ringgit
927,maestro,201706666682710,10000,Peso
928,visa-electron,201706666682710,10000,Rial
929,jcb,201706666682710,10000,Koruna
930,mastercard,201706666682710,10000,Rupiah
931,americanexpress,201706666682710,10000,Real
932,jcb,201706666682710,10000,Ruble
933,diners-club-enroute,201706666682710,10000,Peso
934,maestro,201706666682710,10000,Koruna
935,visa,201706666682710,10000,Euro
936,jcb,201706666682710,10000,Rupiah
937,americanexpress,201706666682710,10000,Peso
938,americanexpress,201706666682710,10000,Peso
939,visa-electron,201706666682710,10000,Rupiah
940,americanexpress,201706666682710,10000,Dollar
941,diners-club-enroute,201706666682710,10000,Rupiah
942,jcb,201706666682710,10000,Rupiah
943,mastercard,201706666682710,10000,Euro
944,visa-electron,201706666682710,10000,Leone
945,maestro,201706666682710,10000,Yuan Renminbi
946,maestro,201706666682710,10000,Rupiah
947,jcb,201706666682710,10000,Naira
948,switch,201706666682710,10000,Rupiah
949,switch,201706666682710,10000,Rupiah
950,jcb,201706666682710,10000,Dong
951,jcb,201706666682710,10000,Baht
952,maestro,201706666682710,10000,Yuan Renminbi
953,diners-club-carte-blanche,201706666682710,10000,Yen
954,jcb,201706666682710,10000,Zloty
955,jcb,201706666682710,10000,Yen
956,jcb,201706666682710,10000,Yuan Renminbi
957,jcb,201706666682710,10000,Rupiah
958,switch,201706666682710,10000,Tugrik
959,americanexpress,201706666682710,10000,Rupiah
960,china-unionpay,201706666682710,10000,Euro
961,china-unionpay,201706666682710,10000,Euro
962,jcb,201706666682710,10000,Rial
963,jcb,201706666682710,10000,Ruble
964,china-unionpay,201706666682710,10000,Yuan Renminbi
965,jcb,201706666682710,10000,Yuan Renminbi
966,jcb,201706666682710,10000,Tenge
967,switch,201706666682710,10000,Rand
968,switch,201706666682710,10000,Rial
969,americanexpress,201706666682710,10000,Euro
970,switch,201706666682710,10000,Koruna
971,diners-club-carte-blanche,201706666682710,10000,Rupiah
972,jcb,201706666682710,10000,Peso
973,mastercard,201706666682710,10000,Yuan Renminbi
974,jcb,201706666682710,10000,Yuan Renminbi
975,visa-electron,201706666682710,10000,Yuan Renminbi
976,jcb,201706666682710,10000,Euro
977,jcb,201706666682710,10000,Yuan Renminbi
978,americanexpress,201706666682710,10000,Yuan Renminbi
979,diners-club-carte-blanche,201706666682710,10000,Zloty
980,visa,201706666682710,10000,Yuan Renminbi
981,mastercard,201706666682710,10000,Yuan Renminbi
982,switch,201706666682710,10000,Peso
983,jcb,201706666682710,10000,Kyat
984,diners-club-enroute,201706666682710,10000,Yuan Renminbi
985,diners-club-carte-blanche,201706666682710,10000,Manat
986,mastercard,201706666682710,10000,Rupiah
987,visa,201706666682710,10000,Guarani
988,maestro,201706666682710,10000,Yen
989,laser,201706666682710,10000,Euro
990,china-unionpay,201706666682710,10000,Tugrik
991,visa,201706666682710,10000,Dollar
992,jcb,201706666682710,10000,Yuan Renminbi
993,mastercard,201706666682710,10000,Yuan Renminbi
994,switch,201706666682710,10000,Euro
995,americanexpress,201706666682710,10000,Euro
996,diners-club-enroute,201706666682710,10000,Peso
997,jcb,201706666682710,10000,Euro
998,jcb,201706666682710,10000,Dollar
999,jcb,201706666682710,10000,Rupiah
1000,laser,201706666682710,10000,Yuan Renminbi
